date,headline,release,url,text
23-Apr-20,Federal Reserve Board announces temporary actions aimed at increasing the availability of intraday credit extended by Federal Reserve Banks,Press Release,https://www.federalreserve.gov/newsevents/pressreleases/other20200423a.htm,"The Federal Reserve Board on Thursday announced temporary actions aimed at increasing the availability of intraday credit extended by Federal Reserve Banks on both a collateralized and uncollateralized basis. These temporary actions are consistent with the series of actions the Board has announced to support the flow of credit to households and businesses and to mitigate the disruptions from COVID-19.1 In particular, these actions are consistent with and indeed reinforce the Board's efforts to encourage regular use of intraday credit by healthy financial institutions. In light of disruptions from COVID-19, depository institutions may face unanticipated intraday liquidity constraints and demands on collateral pledged to the Reserve Banks. In response, the Board is adjusting the manner in which the Reserve Banks administer part II of the Federal Reserve Policy on Payment System Risk (PSR policy). Specifically, the Board is (1) suspending uncollateralized intraday credit limits (net debit caps) and is waiving overdraft fees for institutions that are eligible for the primary credit program; and (2) permitting a streamlined procedure for secondary credit institutions to request collateralized intraday credit (max caps). Relatedly, the Board is suspending two collections of information that are used to calculate net debit caps. The Board believes that these actions will not meaningfully increase credit risk to Reserve Banks. These temporary actions will be applied immediately and will remain in effect until September 30, 2020, unless the Board communicates otherwise prior to that date."
23-Apr-20,Federal Reserve Board outlines the extensive and timely public information it will make available regarding its programs to support the flow of credit to households and businesses and thereby foster economic recovery,Press Release,https://www.federalreserve.gov/newsevents/pressreleases/monetary20200423a.htm,"Building on its strong record of transparency and accountability around financial reporting and the policymaking process, the Federal Reserve Board on Thursday outlined the extensive and timely public information it will make available regarding its programs to support the flow of credit to households and businesses and thereby foster economic recovery. Specifically, the Board will report substantial amounts of information on a monthly basis for the liquidity and lending facilities using Coronavirus Aid, Relief, and Economic Security, or CARES, Act funding, including the: Names and details of participants in each facility; Amounts borrowed and interest rate charged; and Overall costs, revenues, and fees for each facility. ""The Federal Reserve is committed to transparency and accountability by providing the public and Congress detailed information about our actions to support the economy during this difficult time,"" Chair Jerome H. Powell said. The Board has established several facilities to support the economy that incorporate equity investments provided from the Department of the Treasury via the CARES Act. The new reporting will apply to all of those programs. The Board will publish reports on its CARES Act 13(3) facilities on its website at least every 30 days and without redactions. The plans for the public release of information announced today will add to the Board's already robust financial reporting, including a comprehensive weekly balance sheet and annual audited financial statements. Information, including reports to Congress, term sheets for each of the emergency response facilities, frequently asked questions and other materials can be found at"
16-Apr-20,Federal Reserve announces its Paycheck Protection Program Liquidity Facility is fully operational and available to provide liquidity to eligible financial institutions,Press Release,https://www.federalreserve.gov/newsevents/pressreleases/monetary20200416a.htm,"The Federal Reserve on Thursday announced that its Paycheck Protection Program Liquidity Facility is fully operational and available to provide liquidity to eligible financial institutions, which will help support small businesses. The Small Business Administration's Paycheck Protection Program, or PPP, guarantees loans extended by qualified lenders to small businesses so that those businesses can keep workers employed. The Federal Reserve's facility will support the effectiveness of the PPP by extending credit to financial institutions that make PPP loans, using such loans as collateral. Supplying financial institutions with additional liquidity will help increase their capacity to make PPP loans."
14-Apr-20,Federal banking agencies to defer appraisals and evaluations for real estate transactions affected by COVID-19,Joint Press Release,https://www.federalreserve.gov/newsevents/pressreleases/bcreg20200414a.htm,"The federal banking agencies today issued an interim final rule to temporarily defer real estate-related appraisals and evaluations under the agencies' interagency appraisal regulations. The Federal Reserve Board, the Federal Deposit Insurance Corporation, and the Office of the Comptroller of the Currency are providing this temporary relief to allow regulated institutions to extend financing to creditworthy households and businesses quickly in the wake of the national emergency declared in connection with COVID-19. The agencies are deferring certain appraisals and evaluations for up to 120 days after closing of residential or commercial real estate loan transactions. Transactions involving acquisition, development, and construction of real estate are excluded from this interim rule. These temporary provisions will expire on December 31, 2020, unless extended by the federal banking agencies. The National Credit Union Administration (NCUA) will consider a similar proposal on Thursday, April 16. In addition, the federal banking agencies, together with NCUA and the Consumer Financial Protection Bureau, in consultation with the Conference of State Bank Supervisors, issued a joint statement to address challenges relating to appraisals and evaluations for real estate-related financial transactions affected by COVID-19. The interagency statement outlines other flexibilities in industry appraisal standards and in the agencies' appraisal regulations and describes temporary changes to Fannie Mae and Freddie Mac appraisal standards that can assist lenders during this challenging time. The agencies will continue to communicate with the industry, as appropriate, as this situation evolves."
9-Apr-20,Federal bank regulators issue interim final rule for Paycheck Protection Program Facility,Joint Press Release,https://www.federalreserve.gov/newsevents/pressreleases/bcreg20200409a.htm,"The federal bank regulatory agencies today announced an interim final rule to encourage lending to small businesses through the Small Business Administration's Paycheck Protection Program, or PPP. The PPP was established by the Coronavirus Aid, Relief, and Economic Security Act, or CARES Act, and provides loans to small businesses so that they can keep their workers on the payroll during the disruptions caused by the coronavirus. The interim final rule modifies the agencies' capital rules to neutralize the regulatory capital effects of participating in the Federal Reserve's PPP facility because there is no credit or market risk in association with PPP loans pledged to the facility. Consistent with the agencies' current capital rules and the CARES Act requirements, the interim final rule also clarifies that a zero percent risk weight applies to loans covered by the PPP for capital purposes. The rule is effective immediately and comments will be accepted for 30 days after publication in the Federal Register."
9-Apr-20,Federal Reserve takes additional actions to provide up to $2.3 trillion in loans to support the economy,Press Release,https://www.federalreserve.gov/newsevents/pressreleases/monetary20200409a.htm,"The Federal Reserve on Thursday took additional actions to provide up to $2.3 trillion in loans to support the economy. This funding will assist households and employers of all sizes and bolster the ability of state and local governments to deliver critical services during the coronavirus pandemic. ""Our country's highest priority must be to address this public health crisis, providing care for the ill and limiting the further spread of the virus,"" said Federal Reserve Board Chair Jerome H. Powell. ""The Fed's role is to provide as much relief and stability as we can during this period of constrained economic activity, and our actions today will help ensure that the eventual recovery is as vigorous as possible."" The Federal Reserve's role is guided by its mandate from Congress to promote maximum employment and stable prices, along with its responsibilities to promote the stability of the financial system. In support of these goals, the Federal Reserve is using its full range of authorities to provide powerful support for the flow of credit in the economy. The actions the Federal Reserve is taking today to support employers of all sizes and communities across the country will: Bolster the effectiveness of the Small Business Administration's Paycheck Protection Program (PPP) by supplying liquidity to participating financial institutions through term financing backed by PPP loans to small businesses. The PPP provides loans to small businesses so that they can keep their workers on the payroll. The Paycheck Protection Program Liquidity Facility (PPPLF) will extend credit to eligible financial institutions that originate PPP loans, taking the loans as collateral at face value; Ensure credit flows to small and mid-sized businesses with the purchase of up to $600 billion in loans through the Main Street Lending Program. The Department of the Treasury, using funding from the Coronavirus Aid, Relief, and Economic Security Act (CARES Act) will provide $75 billion in equity to the facility; Increase the flow of credit to households and businesses through capital markets, by expanding the size and scope of the Primary and Secondary Market Corporate Credit Facilities (PMCCF and SMCCF) as well as the Term Asset-Backed Securities Loan Facility (TALF). These three programs will now support up to $850 billion in credit backed by $85 billion in credit protection provided by the Treasury; and Help state and local governments manage cash flow stresses caused by the coronavirus pandemic by establishing a Municipal Liquidity Facility that will offer up to $500 billion in lending to states and municipalities. The Treasury will provide $35 billion of credit protection to the Federal Reserve for the Municipal Liquidity Facility using funds appropriated by the CARES Act. The Main Street Lending Program will enhance support for small and mid-sized businesses that were in good financial standing before the crisis by offering 4-year loans to companies employing up to 10,000 workers or with revenues of less than $2.5 billion. Principal and interest payments will be deferred for one year. Eligible banks may originate new Main Street loans or use Main Street loans to increase the size of existing loans to businesses. Banks will retain a 5 percent share, selling the remaining 95 percent to the Main Street facility, which will purchase up to $600 billion of loans. Firms seeking Main Street loans must commit to make reasonable efforts to maintain payroll and retain workers. Borrowers must also follow compensation, stock repurchase, and dividend restrictions that apply to direct loan programs under the CARES Act. Firms that have taken advantage of the PPP may also take out Main Street loans. The Federal Reserve and the Treasury recognize that businesses vary widely in their financing needs, particularly at this time, and, as the program is being finalized, will continue to seek input from lenders, borrowers, and other stakeholders to make sure the program supports the economy as effectively and efficiently as possible while also safeguarding taxpayer funds. Comments may be sent to the feedback form until April 16. To support further credit flow to households and businesses, the Federal Reserve will broaden the range of assets that are eligible collateral for TALF. As detailed in an updated term sheet, TALF-eligible collateral will now include the triple-A rated tranches of both outstanding commercial mortgage-backed securities and newly issued collateralized loan obligations. The size of the facility will remain $100 billion, and TALF will continue to support the issuance of asset-backed securities that fund a wide range of lending, including student loans, auto loans, and credit card loans. The Municipal Liquidity Facility will help state and local governments better manage cash flow pressures in order to continue to serve households and businesses in their communities. The facility will purchase up to $500 billion of short term notes directly from U.S. states (including the District of Columbia), U.S. counties with a population of at least two million residents, and U.S. cities with a population of at least one million residents. Eligible state-level issuers may use the proceeds to support additional counties and cities. In addition to the actions described above, the Federal Reserve will continue to closely monitor conditions in the primary and secondary markets for municipal securities and will evaluate whether additional measures are needed to support the flow of credit and liquidity to state and local governments. All of the facilities mentioned above are established by the Federal Reserve under the authority of Section 13(3) of the Federal Reserve Act, with approval of the Treasury Secretary. The Federal Reserve remains committed to using its full range of tools to support the flow of credit to households and businesses to counter the economic impact of the coronavirus pandemic and promote a swift recovery once the disruptions abate."
8-Apr-20,"Federal Reserve Board announces, due to the extraordinary disruptions from the coronavirus, that it will temporarily and narrowly modify the growth restriction on Wells Fargo so that it can provide additional support to small businesses",Press Release,https://www.federalreserve.gov/newsevents/pressreleases/enforcement20200408a.htm,"Due to the extraordinary disruptions from the coronavirus, the Federal Reserve Board on Wednesday announced that it will temporarily and narrowly modify the growth restriction on Wells Fargo so that it can provide additional support to small businesses. The change will only allow the firm to make additional small business loans as part of the Paycheck Protection Program, or PPP, and the Federal Reserve's forthcoming Main Street Lending Program. The Board will require benefits from the PPP and the Main Street Lending Program to be transferred to the U.S. Treasury or to non-profit organizations approved by the Federal Reserve that support small businesses. The change will be in place as long as the facilities are active. The Board's growth restriction was implemented because of widespread compliance and operational breakdowns that resulted in harm to consumers and because the company's activities were ineffectively overseen by its board of directors. The growth restriction does not prevent the firm from engaging in any type of activity, including the PPP, the Main Street Lending Program, or accepting customer deposits. Rather, it provides an overall cap on the size of the firm's balance sheet. The change today provides additional support to small businesses hurt by the economic effects of the coronavirus by allowing activities from the PPP and the Main Street Lending Program to not count against the cap. The changes do not otherwise modify the Board's February 2018 enforcement action against Wells Fargo. The Board continues to hold the company accountable for successfully addressing the widespread breakdowns that resulted in harm to consumers identified as part of that action and for completing the requirements of the agreement."
7-Apr-20,Agencies issue revised interagency statement on loan modifications by financial institutions working with customers affected by the coronavirus,Joint Press Release,https://www.federalreserve.gov/newsevents/pressreleases/bcreg20200407a.htm,"The federal financial institution regulatory agencies, in consultation with state financial regulators, issued a revised interagency statement encouraging financial institutions to work constructively with borrowers affected by COVID-19 and providing additional information regarding loan modifications. The revised statement also provides the agencies' views on consumer protection considerations. The revised statement clarifies the interaction between the interagency statement issued on March 22, 2020, and the temporary relief provided by Section 4013 of the Coronavirus Aid, Relief, and Economic Security Act, which was signed into law on March 27, 2020. Section 4013 allows financial institutions to suspend the requirements to classify certain loan modifications as troubled debt restructurings (TDRs). The revised statement also provides supervisory interpretations on past due and nonaccrual regulatory reporting of loan modification programs and regulatory capital. The agencies encourage financial institutions to work with borrowers and will not criticize institutions for doing so in a safe and sound manner. The agencies view prudent loan modification programs offered to financial institution customers affected by COVID-19 as positive and proactive actions that can manage or mitigate adverse impacts on borrowers, and lead to improved loan performance and reduced credit risk. The agencies' examiners will exercise judgment in reviewing loan modifications, including TDRs, and will not automatically adversely risk-rate credits that are affected by COVID-19, including those considered TDRs. Regardless of whether modifications are considered TDRs or are adversely classified, agency examiners will not criticize prudent efforts to modify terms on existing loans for affected customers."
6-Apr-20,Federal Reserve will establish a facility to facilitate lending to small businesses via the Small Business Administration's Paycheck Protection Program (PPP) by providing term financing backed by PPP loans,Press Release,https://www.federalreserve.gov/newsevents/pressreleases/monetary20200406a.htm,"To facilitate lending to small businesses via the Small Business Administration's Paycheck Protection Program (PPP), the Federal Reserve will establish a facility to provide term financing backed by PPP loans. Additional details will be announced this week."
6-Apr-20,Agencies announce changes to the community bank leverage ratio,Joint Press Release,https://www.federalreserve.gov/newsevents/pressreleases/bcreg20200406a.htm,"The federal bank regulatory agencies today announced the issuance of two interim final rules to provide temporary relief to community banking organizations. The agencies are acting to implement Section 4012 of the Coronavirus Aid, Relief, and Economic Security Act, which requires the agencies to temporarily lower the community bank leverage ratio to 8 percent. The two rules will modify the community bank leverage ratio framework so that: Beginning in the second quarter 2020 and until the end of the year, a banking organization that has a leverage ratio of 8 percent or greater and meets certain other criteria may elect to use the community bank leverage ratio framework; and Community banking organizations will have until January 1, 2022, before the community bank leverage ratio requirement is re-established at greater than 9 percent. Under the interim final rules, the community bank leverage ratio will be 8 percent beginning in the second quarter and for the remainder of calendar year 2020, 8.5 percent for calendar year 2021, and 9 percent thereafter. The interim final rules also maintain a two-quarter grace period for a qualifying community banking organization whose leverage ratio falls no more than 1 percent below the applicable community bank leverage ratio. The agencies are providing community banking organizations with a clear and gradual transition back to the 9 percent leverage ratio requirement previously established by the agencies. This transition will allow community banking organizations to focus on supporting lending to creditworthy households and businesses given the recent strains on the U.S. economy caused by the coronavirus. The changes will be effective as of the publication of the rules in the Federal Register and the agencies will accept comments on the interim final rules for 45 days after publication."
3-Apr-20,Federal agencies encourage mortgage servicers to work with struggling homeowners affected by COVID-19,Joint Press Release,https://www.federalreserve.gov/newsevents/pressreleases/bcreg20200403a.htm,"The federal financial institution regulatory agencies and the state financial regulators issued a joint policy statement providing needed regulatory flexibility to enable mortgage servicers to work with struggling consumers affected by the Coronavirus Disease (referred to as COVID-19) emergency. The actions announced today by the agencies inform servicers of the agencies' flexible supervisory and enforcement approach during the COVID-19 pandemic regarding certain communications to consumers required by the mortgage servicing rules. The policy statement and guidance issued today will facilitate mortgage servicers' ability to place consumers in short-term payment forbearance programs such as the one established by the Coronavirus Aid, Relief, and Economic Security Act (CARES Act). Under the CARES Act, borrowers in a federally backed mortgage loan experiencing a financial hardship due, directly or indirectly, to the COVID-19 pandemic, may request forbearance by making a request to their mortgage servicer and affirming that they are experiencing a financial hardship during the COVID–19 pandemic. In response, servicers must provide a CARES Act forbearance, that allows borrowers to defer their mortgage payments for up to 180-days and possibly longer. The policy statement clarifies that the agencies do not intend to take supervisory or enforcement action against mortgage servicers for delays in sending certain early intervention and loss mitigation notices and taking certain actions relating to loss mitigation set out in the mortgage servicing rules, provided that servicers are making good faith efforts to provide these notices and take these actions within a reasonable time. To further enable short-term payment forbearance programs or short-term repayment plans, mortgage servicers offering these programs or plans will not have to provide an acknowledgement notice within 5 days of receipt of an incomplete application, provided the servicer sends the acknowledgment notice before the end of the forbearance or repayment period. The guidance also reminds servicers that there is existing flexibility in the rules with respect to the content of certain notices. Finally, to assist servicers experiencing high call volumes from consumers seeking help, the policy statement also confirms that the agencies do not intend to take supervisory or enforcement action against mortgage servicers for delays in sending annual escrow statements, provided that servicers are making good faith efforts to provide these statements within a reasonable time."
1-Apr-20,Federal Reserve Board announces temporary change to its supplementary leverage ratio rule to ease strains in the Treasury market resulting from the coronavirus and increase banking organizations’ ability to provide credit to households and businesses,Press Release,https://www.federalreserve.gov/newsevents/pressreleases/bcreg20200401a.htm,"To ease strains in the Treasury market resulting from the coronavirus and increase banking organizations' ability to provide credit to households and businesses, the Federal Reserve Board on Wednesday announced a temporary change to its supplementary leverage ratio rule. The change would exclude U.S. Treasury securities and deposits at Federal Reserve Banks from the calculation of the rule for holding companies, and will be in effect until March 31, 2021. Liquidity conditions in Treasury markets have deteriorated rapidly, and financial institutions are receiving significant inflows of customer deposits along with increased reserve levels. The regulatory restrictions that accompany this balance sheet growth may constrain the firms' ability to continue to serve as financial intermediaries and to provide credit to households and businesses. The change to the supplementary leverage ratio will mitigate the effects of those restrictions and better enable firms to support the economy. As the Board has previously stated, financial institutions have more than doubled their capital and liquidity levels over the past decade and are encouraged to use that strength to support households and businesses. The Board is providing the temporary exclusion in the interim final rule to allow banking organizations to expand their balance sheets as appropriate to continue to serve as financial intermediaries, rather than to allow banking organizations to increase capital distributions, and will administer the interim final rule accordingly. The supplementary leverage ratio generally applies to financial institutions with more than $250 billion in total consolidated assets. It requires them to hold a minimum ratio of 3 percent, measured against their total leverage exposure, with more stringent requirements for the largest and most systemic financial institutions. The change would temporarily decrease tier 1 capital requirements of holding companies by approximately 2 percent in aggregate. The change will be effective immediately and the public comment period will be 45 days."
31-Mar-20,Federal Reserve announces establishment of a temporary FIMA Repo Facility to help support the smooth functioning of financial markets,Press Release,https://www.federalreserve.gov/newsevents/pressreleases/monetary20200331a.htm,"The Federal Reserve on Tuesday announced the establishment of a temporary repurchase agreement facility for foreign and international monetary authorities (FIMA Repo Facility) to help support the smooth functioning of financial markets, including the U.S. Treasury market, and thus maintain the supply of credit to U.S. households and businesses. The FIMA Repo Facility will allow FIMA account holders, which consist of central banks and other international monetary authorities with accounts at the Federal Reserve Bank of New York, to enter into repurchase agreements with the Federal Reserve. In these transactions, FIMA account holders temporarily exchange their U.S. Treasury securities held with the Federal Reserve for U.S. dollars, which can then be made available to institutions in their jurisdictions. This facility should help support the smooth functioning of the U.S. Treasury market by providing an alternative temporary source of U.S. dollars other than sales of securities in the open market. It should also serve, along with the U.S. dollar liquidity swap lines the Federal Reserve has established with other central banks, to help ease strains in global U.S. dollar funding markets. The Federal Reserve provides U.S. dollar-denominated banking services to FIMA account holders in support of Federal Reserve objectives and in recognition of the U.S. dollar's predominant role as an international currency. The FIMA Repo Facility, which adds to the range of services the Federal Reserve provides, will be available beginning April 6 and will continue for at least 6 months."
31-Mar-20,Federal Reserve Board announces it will delay by six months the effective date for its revised control framework,Press Release,https://www.federalreserve.gov/newsevents/pressreleases/bcreg20200331a.htm,"The Federal Reserve Board on Tuesday announced that it will delay by six months the effective date for its revised control framework. The delay will reduce operational burden and allow institutions to focus on current economic conditions. In January, the Board finalized a revised framework that simplifies and increases the transparency of its rules for determining when one company controls another company for purposes of the Bank Holding Company Act and Home Owners' Loan Act. If a company has control over a banking organization, the company generally becomes subject to the Board's rules and regulations. The six-month delay will move the effective date to September 30, from the original date of April 1. No changes were made to the framework itself."
27-Mar-20,Agencies announce two actions to support lending to households and businesses,Joint Press Release,https://www.federalreserve.gov/newsevents/pressreleases/bcreg20200327a.htm,"The federal bank regulatory agencies today announced two actions to support the U.S. economy and allow banking organizations to continue lending to households and businesses: Allowing early adoption of a new methodology on how certain banking organizations are required to measure counterparty credit risk derivatives contracts; and Providing an optional extension of the regulatory capital transition for the new credit loss accounting standard. The ""standardized approach for measuring counterparty credit risk"" rule, also known as SA-CCR, was finalized by the agencies in November 2019, with an effective date of April 1. It reflects improvements made to the derivatives market since the 2007-2008 financial crisis, such as central clearing and margin requirements. To help improve current market liquidity and smooth disruptions, the agencies will permit banking organizations to early adopt SA-CCR for the reporting period ending March 31. Additionally, the agencies issued an interim final rule that allows banking organizations to mitigate the effects of the ""current expected credit loss,"" or CECL, accounting standard in their regulatory capital. Banking organizations that are required under U.S. accounting standards to adopt CECL this year can mitigate the estimated cumulative regulatory capital effects for up to two years. This is in addition to the three-year transition period already in place. Alternatively, banking organizations can follow the capital transition rule issued by the banking agencies in February 2019. The changes will be effective immediately and the agencies will accept comments on the CECL interim final rule for 45 days."
26-Mar-20,Federal Reserve offers regulatory reporting relief to small financial institutions affected by the coronavirus,Press Release,https://www.federalreserve.gov/newsevents/pressreleases/bcreg20200326b.htm,"The Federal Reserve recognizes that small financial institutions may need additional time to submit certain regulatory reports in light of staffing priorities and disruptions caused by the Coronavirus Disease 2019 (COVID-19). The Federal Reserve will not take action against a financial institution with $5 billion or less in total assets for submitting its March 31, 2020, Consolidated Financial Statements for Bank Holding Companies (FR Y-9C) or Financial Statements of U.S. Nonbank Subsidiaries of U.S. Bank Holding Companies (FR Y-11) after the official filing deadline, as long as the applicable report is submitted within 30 days of the official filing due date. Institutions are encouraged to contact their Reserve Bank in advance of the official filing deadline if they anticipate a delayed submission. Institutions anticipating difficulty submitting their reports within the 30 days following the official filing due date, or experiencing challenges in obtaining director attestations, should likewise contact their Reserve Bank."
26-Mar-20,"Federal agencies encourage banks, savings associations and credit unions to offer responsible small-dollar loans to consumers and small businesses affected by COVID-19",Joint Press Release,https://www.federalreserve.gov/newsevents/pressreleases/bcreg20200326a.htm,"Five federal financial regulatory agencies today issued a joint statement encouraging banks, savings associations and credit unions to offer responsible small-dollar loans to consumers and small businesses in response to COVID-19. The statement of the Board of Governors of the Federal Reserve System, Consumer Financial Protection Bureau, Federal Deposit Insurance Corporation, National Credit Union Administration, and Office of the Comptroller of the Currency recognizes that responsible small-dollar loans can play an important role in meeting customers' credit needs because of temporary cash-flow imbalances, unexpected expenses, or income disruptions during periods of economic stress or disaster recoveries. Such loans can be offered through a variety of structures including open-end lines of credit, closed-end installment loans, or appropriately structured single payment loans. The agencies state that loans should be offered in a manner that provides fair treatment of consumers, complies with applicable laws and regulations, and is consistent with safe and sound practices. For borrowers who experience unexpected circumstances and cannot repay a loan as structured, banks, savings associations and credit unions are further encouraged to consider workout strategies designed to help borrowers to repay the principal of the loan while mitigating the need to re-borrow. This statement follows other actions taken by the agencies to encourage financial institutions to meet the financial services needs of their customers and members who have been affected by COVID-19. For example, the federal banking agencies issued a joint statement on March 19 informing institutions that the agencies will favorably consider retail banking and lending activities that meet the needs of affected low- and moderate-income individuals, small businesses, and small farms for Community Reinvestment Act purposes, that are consistent with safe and sound banking practices and applicable laws, including consumer protection laws. In addition to today's statement, the agencies are working on future guidance and lending principles for responsible small-dollar loans to facilitate the ability of banks, credit unions, and saving associations to more effectively meet the ongoing credit needs of their customers, members, and communities."
24-Mar-20,Federal Reserve provides additional information to financial institutions on how its supervisory approach is adjusting in light of the coronavirus,Press Release,https://www.federalreserve.gov/newsevents/pressreleases/bcreg20200324a.htm,"The Federal Reserve Board on Tuesday provided additional information to financial institutions on how its supervisory approach is adjusting in light of the coronavirus. In particular: The Federal Reserve will focus on monitoring and outreach to help financial institutions of all sizes understand the challenges and risks of the current environment; To minimize disruption and to focus on outreach and monitoring, the Federal Reserve will temporarily reduce its examination activities, with the greatest reduction in activities occurring at the smallest banks; Large banks should still submit their capital plans that they have developed as part of the Board's Comprehensive Capital Analysis and Review, or CCAR, by April 6. The plans will be used to monitor how firms are managing their capital in the current environment; and To allow firms to focus on heightened risks in this current environment and assist consumers, additional time will be granted for resolving non-critical existing supervisory findings. The Board recognizes that the current situation is significantly affecting areas of the country in different ways and will work with financial institutions to understand the specific issues they are facing."
23-Mar-20,Federal Reserve Board announces technical change to support the U.S. economy and allow banks to continue lending to creditworthy households and businesses,Press Release,https://www.federalreserve.gov/newsevents/pressreleases/bcreg20200323a.htm,"The Federal Reserve Board on Monday announced a technical change to support the U.S. economy and allow banks to continue lending to creditworthy households and businesses. The interim final rule will phase in gradually, as intended, the automatic restrictions associated with a firm's ""total loss absorbing capacity,"" or TLAC, buffer requirements, if the levels decline. TLAC is an additional cushion of capital and long-term debt that could be used to recapitalize a bank if it is in distress. The change will facilitate the use of firms' buffers to promote lending activity to households and businesses. Over the past decade, U.S. banks of all sizes have built up substantial levels of capital and liquidity in excess of their minimum requirements. The technical change mirrors an interim final rule announced last week by the bank regulatory agencies that applies to a firm's capital levels."
23-Mar-20,Federal Reserve announces extensive new measures to support the economy,Press Release,https://www.federalreserve.gov/newsevents/pressreleases/monetary20200323b.htm,"The Federal Reserve is committed to using its full range of tools to support households, businesses, and the U.S. economy overall in this challenging time. The coronavirus pandemic is causing tremendous hardship across the United States and around the world. Our nation's first priority is to care for those afflicted and to limit the further spread of the virus. While great uncertainty remains, it has become clear that our economy will face severe disruptions. Aggressive efforts must be taken across the public and private sectors to limit the losses to jobs and incomes and to promote a swift recovery once the disruptions abate. The Federal Reserve's role is guided by its mandate from Congress to promote maximum employment and stable prices, along with its responsibilities to promote the stability of the financial system. In support of these goals, the Federal Reserve is using its full range of authorities to provide powerful support for the flow of credit to American families and businesses. These actions include: Support for critical market functioning. The Federal Open Market Committee (FOMC) will purchase Treasury securities and agency mortgage-backed securities in the amounts needed to support smooth market functioning and effective transmission of monetary policy to broader financial conditions and the economy. The FOMC had previously announced it would purchase at least $500 billion of Treasury securities and at least $200 billion of mortgage-backed securities. In addition, the FOMC will include purchases of agency commercial mortgage-backed securities in its agency mortgage-backed security purchases. Supporting the flow of credit to employers, consumers, and businesses by establishing new programs that, taken together, will provide up to $300 billion in new financing. The Department of the Treasury, using the Exchange Stabilization Fund (ESF), will provide $30 billion in equity to these facilities. Establishment of two facilities to support credit to large employers – the Primary Market Corporate Credit Facility (PMCCF) for new bond and loan issuance and the Secondary Market Corporate Credit Facility (SMCCF) to provide liquidity for outstanding corporate bonds. Establishment of a third facility, the Term Asset-Backed Securities Loan Facility (TALF), to support the flow of credit to consumers and businesses. The TALF will enable the issuance of asset-backed securities (ABS) backed by student loans, auto loans, credit card loans, loans guaranteed by the Small Business Administration (SBA), and certain other assets. Facilitating the flow of credit to municipalities by expanding the Money Market Mutual Fund Liquidity Facility (MMLF) to include a wider range of securities, including municipal variable rate demand notes (VRDNs) and bank certificates of deposit. Facilitating the flow of credit to municipalities by expanding the Commercial Paper Funding Facility (CPFF) to include high-quality, tax-exempt commercial paper as eligible securities. In addition, the pricing of the facility has been reduced. In addition to the steps above, the Federal Reserve expects to announce soon the establishment of a Main Street Business Lending Program to support lending to eligible small-and-medium sized businesses, complementing efforts by the SBA. The PMCCF will allow companies access to credit so that they are better able to maintain business operations and capacity during the period of dislocations related to the pandemic. This facility is open to investment grade companies and will provide bridge financing of four years. Borrowers may elect to defer interest and principal payments during the first six months of the loan, extendable at the Federal Reserve's discretion, in order to have additional cash on hand that can be used to pay employees and suppliers. The Federal Reserve will finance a special purpose vehicle (SPV) to make loans from the PMCCF to companies. The Treasury, using the ESF, will make an equity investment in the SPV. The SMCCF will purchase in the secondary market corporate bonds issued by investment grade U.S. companies and U.S.-listed exchange-traded funds whose investment objective is to provide broad exposure to the market for U.S. investment grade corporate bonds. Treasury, using the ESF, will make an equity investment in the SPV established by the Federal Reserve for this facility. Under the TALF, the Federal Reserve will lend on a non-recourse basis to holders of certain AAA-rated ABS backed by newly and recently originated consumer and small business loans. The Federal Reserve will lend an amount equal to the market value of the ABS less a haircut and will be secured at all times by the ABS. Treasury, using the ESF, will also make an equity investment in the SPV established by the Federal Reserve for this facility. The TALF, PMCCF and SMCCF are established by the Federal Reserve under the authority of Section 13(3) of the Federal Reserve Act, with approval of the Treasury Secretary. These actions augment the measures taken by the Federal Reserve over the past week to support the flow of credit to households and businesses. These include: The establishment of the CPFF, the MMLF, and the Primary Dealer Credit Facility; The expansion of central bank liquidity swap lines; Steps to enhance the availability and ease terms for borrowing at the discount window; The elimination of reserve requirements; Guidance encouraging banks to be flexible with customers experiencing financial challenges related to the coronavirus and to utilize their liquidity and capital buffers in doing so; Statements encouraging the use of daylight credit at the Federal Reserve. Taken together, these actions will provide support to a wide range of markets and institutions, thereby supporting the flow of credit in the economy. The Federal Reserve will continue to use its full range of tools to support the flow of credit to households and businesses and thereby promote its maximum employment and price stability goals."
